run_id,index_in_run,step,type_id,moved,reason,row,col,like_neighbors,unlike_neighbors,share_same,experiment,scenario,type_label
0,46,0,1,False,chose_to_stay,3,7,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,47,0,1,False,chose_to_stay,5,7,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group B
0,48,0,0,False,chose_to_stay,8,2,0,6,0.0,llm_AB_20250804_153344,AB,resident group A
0,49,0,0,False,chose_to_stay,7,0,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,50,0,0,False,chose_to_stay,6,0,3,2,0.6,llm_AB_20250804_153344,AB,resident group A
0,51,0,1,False,chose_to_stay,5,2,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,52,0,0,False,chose_to_stay,4,1,4,2,0.6666666666666666,llm_AB_20250804_153344,AB,resident group A
0,53,0,0,False,chose_to_stay,3,3,4,1,0.8,llm_AB_20250804_153344,AB,resident group A
0,54,0,1,False,chose_to_stay,7,2,3,3,0.5,llm_AB_20250804_153344,AB,resident group B
0,55,0,1,False,chose_to_stay,3,5,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,56,0,1,False,chose_to_stay,0,1,3,2,0.6,llm_AB_20250804_153344,AB,resident group B
0,57,0,0,False,chose_to_stay,5,4,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,58,0,1,False,chose_to_stay,1,7,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group B
0,59,0,0,False,chose_to_stay,0,7,2,1,0.6666666666666666,llm_AB_20250804_153344,AB,resident group A
0,60,0,1,False,chose_to_stay,9,2,3,1,0.75,llm_AB_20250804_153344,AB,resident group B
0,61,0,1,False,chose_to_stay,7,8,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,62,0,1,False,chose_to_stay,6,3,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group B
0,63,0,1,False,chose_to_stay,0,3,2,2,0.5,llm_AB_20250804_153344,AB,resident group B
0,64,0,0,False,chose_to_stay,6,6,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,65,0,1,False,chose_to_stay,2,1,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group B
0,66,0,0,False,chose_to_stay,3,9,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,67,0,0,False,chose_to_stay,6,5,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group A
0,68,0,0,False,chose_to_stay,5,9,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,69,0,0,False,chose_to_stay,2,4,3,2,0.6,llm_AB_20250804_153344,AB,resident group A
0,70,0,1,False,chose_to_stay,2,8,3,3,0.5,llm_AB_20250804_153344,AB,resident group B
0,71,0,1,False,chose_to_stay,9,0,2,0,1.0,llm_AB_20250804_153344,AB,resident group B
0,72,0,1,False,chose_to_stay,8,0,3,1,0.75,llm_AB_20250804_153344,AB,resident group B
0,73,0,1,False,chose_to_stay,2,7,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,74,0,1,False,chose_to_stay,5,0,0,4,0.0,llm_AB_20250804_153344,AB,resident group B
0,75,0,1,False,chose_to_stay,0,5,1,3,0.25,llm_AB_20250804_153344,AB,resident group B
0,76,0,0,False,chose_to_stay,3,2,4,1,0.8,llm_AB_20250804_153344,AB,resident group A
0,77,0,1,False,chose_to_stay,1,5,1,5,0.16666666666666666,llm_AB_20250804_153344,AB,resident group B
0,78,0,0,False,chose_to_stay,5,1,5,2,0.7142857142857143,llm_AB_20250804_153344,AB,resident group A
0,79,0,0,False,chose_to_stay,6,2,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,80,0,0,False,chose_to_stay,6,1,4,4,0.5,llm_AB_20250804_153344,AB,resident group A
0,81,1,1,False,chose_to_stay,6,3,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group B
0,82,1,1,False,chose_to_stay,5,0,0,4,0.0,llm_AB_20250804_153344,AB,resident group B
0,83,1,0,False,chose_to_stay,4,8,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group A
0,84,1,1,False,chose_to_stay,1,7,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group B
0,85,1,0,False,chose_to_stay,8,9,3,1,0.75,llm_AB_20250804_153344,AB,resident group A
0,86,1,0,False,chose_to_stay,0,0,1,2,0.3333333333333333,llm_AB_20250804_153344,AB,resident group A
0,87,1,1,False,chose_to_stay,1,2,5,0,1.0,llm_AB_20250804_153344,AB,resident group B
0,88,1,1,False,chose_to_stay,7,7,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,89,1,1,False,chose_to_stay,2,1,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group B
0,90,1,0,False,chose_to_stay,2,4,3,2,0.6,llm_AB_20250804_153344,AB,resident group A
0,91,1,1,False,chose_to_stay,0,3,2,2,0.5,llm_AB_20250804_153344,AB,resident group B
0,92,1,1,False,chose_to_stay,4,6,7,0,1.0,llm_AB_20250804_153344,AB,resident group B
0,93,1,1,False,chose_to_stay,9,2,3,1,0.75,llm_AB_20250804_153344,AB,resident group B
0,94,1,1,False,chose_to_stay,7,2,3,3,0.5,llm_AB_20250804_153344,AB,resident group B
0,95,1,1,False,chose_to_stay,7,5,1,5,0.16666666666666666,llm_AB_20250804_153344,AB,resident group B
0,96,1,0,False,chose_to_stay,9,4,0,3,0.0,llm_AB_20250804_153344,AB,resident group A
0,97,1,1,False,chose_to_stay,3,6,5,1,0.8333333333333334,llm_AB_20250804_153344,AB,resident group B
0,98,1,0,False,chose_to_stay,3,2,4,1,0.8,llm_AB_20250804_153344,AB,resident group A
0,99,1,0,False,chose_to_stay,6,1,4,4,0.5,llm_AB_20250804_153344,AB,resident group A
0,100,1,0,False,chose_to_stay,9,9,2,0,1.0,llm_AB_20250804_153344,AB,resident group A
0,101,1,0,False,chose_to_stay,3,4,2,3,0.4,llm_AB_20250804_153344,AB,resident group A
0,102,1,1,False,chose_to_stay,3,7,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,103,1,0,False,chose_to_stay,8,6,0,5,0.0,llm_AB_20250804_153344,AB,resident group A
0,104,1,1,False,chose_to_stay,0,5,1,3,0.25,llm_AB_20250804_153344,AB,resident group B
0,105,1,0,False,chose_to_stay,6,4,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group A
0,106,1,0,False,chose_to_stay,6,0,3,2,0.6,llm_AB_20250804_153344,AB,resident group A
0,107,1,1,False,chose_to_stay,5,7,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group B
0,108,1,1,False,chose_to_stay,8,3,3,3,0.5,llm_AB_20250804_153344,AB,resident group B
0,109,1,1,False,chose_to_stay,5,8,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group B
0,110,1,1,False,chose_to_stay,9,6,2,1,0.6666666666666666,llm_AB_20250804_153344,AB,resident group B
0,111,1,0,False,chose_to_stay,7,9,3,1,0.75,llm_AB_20250804_153344,AB,resident group A
0,112,1,1,False,chose_to_stay,8,7,3,2,0.6,llm_AB_20250804_153344,AB,resident group B
0,113,1,1,False,chose_to_stay,3,5,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,114,1,1,False,chose_to_stay,4,9,1,4,0.2,llm_AB_20250804_153344,AB,resident group B
0,115,1,0,False,chose_to_stay,3,3,4,1,0.8,llm_AB_20250804_153344,AB,resident group A
0,116,1,0,False,chose_to_stay,0,4,1,3,0.25,llm_AB_20250804_153344,AB,resident group A
0,117,1,0,False,chose_to_stay,5,9,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,118,1,1,False,chose_to_stay,5,3,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group B
0,119,1,1,False,chose_to_stay,5,2,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,120,1,0,False,chose_to_stay,1,4,2,3,0.4,llm_AB_20250804_153344,AB,resident group A
0,121,1,1,False,chose_to_stay,9,0,2,0,1.0,llm_AB_20250804_153344,AB,resident group B
0,122,1,0,False,chose_to_stay,5,1,5,2,0.7142857142857143,llm_AB_20250804_153344,AB,resident group A
0,123,1,0,False,chose_to_stay,4,1,4,2,0.6666666666666666,llm_AB_20250804_153344,AB,resident group A
0,124,1,0,False,chose_to_stay,0,8,2,1,0.6666666666666666,llm_AB_20250804_153344,AB,resident group A
0,125,1,1,False,chose_to_stay,4,4,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,126,1,1,False,chose_to_stay,8,5,2,3,0.4,llm_AB_20250804_153344,AB,resident group B
0,127,1,0,False,chose_to_stay,3,8,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group A
0,128,1,0,False,chose_to_stay,3,1,4,1,0.8,llm_AB_20250804_153344,AB,resident group A
0,129,1,0,False,chose_to_stay,6,2,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,130,1,1,False,chose_to_stay,0,1,3,2,0.6,llm_AB_20250804_153344,AB,resident group B
0,131,1,0,False,chose_to_stay,6,8,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group A
0,132,1,0,False,chose_to_stay,8,8,3,3,0.5,llm_AB_20250804_153344,AB,resident group A
0,133,1,1,False,chose_to_stay,2,7,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,134,1,1,False,chose_to_stay,7,1,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,135,1,0,False,chose_to_stay,1,6,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group A
0,136,1,0,False,chose_to_stay,7,4,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group A
0,137,1,0,False,chose_to_stay,6,5,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group A
0,138,1,1,False,chose_to_stay,9,3,2,2,0.5,llm_AB_20250804_153344,AB,resident group B
0,139,1,1,False,chose_to_stay,0,2,4,0,1.0,llm_AB_20250804_153344,AB,resident group B
0,140,1,0,False,chose_to_stay,8,2,0,6,0.0,llm_AB_20250804_153344,AB,resident group A
0,141,1,0,False,chose_to_stay,2,0,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,142,1,0,False,chose_to_stay,5,4,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,143,1,0,False,chose_to_stay,1,9,1,1,0.5,llm_AB_20250804_153344,AB,resident group A
0,144,1,1,False,chose_to_stay,5,5,4,4,0.5,llm_AB_20250804_153344,AB,resident group B
0,145,1,0,False,chose_to_stay,2,6,1,6,0.14285714285714285,llm_AB_20250804_153344,AB,resident group A
0,146,1,1,False,chose_to_stay,2,8,3,3,0.5,llm_AB_20250804_153344,AB,resident group B
0,147,1,1,False,chose_to_stay,5,6,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,148,1,1,False,chose_to_stay,1,1,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,149,1,1,False,chose_to_stay,7,8,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,150,1,0,False,chose_to_stay,6,6,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,151,1,1,False,chose_to_stay,4,5,6,2,0.75,llm_AB_20250804_153344,AB,resident group B
0,152,1,0,False,chose_to_stay,6,7,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,153,1,0,False,chose_to_stay,1,0,2,3,0.4,llm_AB_20250804_153344,AB,resident group A
0,154,1,0,False,chose_to_stay,4,2,5,2,0.7142857142857143,llm_AB_20250804_153344,AB,resident group A
0,155,1,1,False,chose_to_stay,1,5,1,5,0.16666666666666666,llm_AB_20250804_153344,AB,resident group B
0,156,1,0,False,chose_to_stay,7,0,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,157,1,0,False,chose_to_stay,0,7,2,1,0.6666666666666666,llm_AB_20250804_153344,AB,resident group A
0,158,1,0,False,chose_to_stay,3,9,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,159,1,1,False,chose_to_stay,8,0,3,1,0.75,llm_AB_20250804_153344,AB,resident group B
0,160,1,1,False,chose_to_stay,9,1,3,1,0.75,llm_AB_20250804_153344,AB,resident group B
0,161,2,1,False,chose_to_stay,2,8,3,3,0.5,llm_AB_20250804_153344,AB,resident group B
0,162,2,0,False,chose_to_stay,3,9,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,163,2,1,False,chose_to_stay,1,7,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group B
0,164,2,0,False,chose_to_stay,6,0,3,2,0.6,llm_AB_20250804_153344,AB,resident group A
0,165,2,1,False,chose_to_stay,5,7,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group B
0,166,2,1,False,chose_to_stay,8,7,3,2,0.6,llm_AB_20250804_153344,AB,resident group B
0,167,2,1,False,chose_to_stay,5,5,4,4,0.5,llm_AB_20250804_153344,AB,resident group B
0,168,2,1,False,chose_to_stay,7,5,1,5,0.16666666666666666,llm_AB_20250804_153344,AB,resident group B
0,169,2,0,False,chose_to_stay,9,9,2,0,1.0,llm_AB_20250804_153344,AB,resident group A
0,170,2,1,False,chose_to_stay,5,2,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,171,2,0,False,chose_to_stay,9,4,0,3,0.0,llm_AB_20250804_153344,AB,resident group A
0,172,2,1,False,chose_to_stay,5,3,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group B
0,173,2,1,False,chose_to_stay,4,9,1,4,0.2,llm_AB_20250804_153344,AB,resident group B
0,174,2,1,False,chose_to_stay,1,1,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,175,2,1,False,chose_to_stay,4,4,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,176,2,1,False,chose_to_stay,5,0,0,4,0.0,llm_AB_20250804_153344,AB,resident group B
0,177,2,0,False,chose_to_stay,5,9,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,178,2,1,False,chose_to_stay,7,1,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,179,2,0,False,chose_to_stay,5,1,5,2,0.7142857142857143,llm_AB_20250804_153344,AB,resident group A
0,180,2,0,False,chose_to_stay,6,1,4,4,0.5,llm_AB_20250804_153344,AB,resident group A
0,181,2,1,False,chose_to_stay,7,7,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,182,2,0,False,chose_to_stay,1,6,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group A
0,183,2,0,False,chose_to_stay,0,4,1,3,0.25,llm_AB_20250804_153344,AB,resident group A
0,184,2,1,False,chose_to_stay,6,3,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group B
0,185,2,1,False,chose_to_stay,0,3,2,2,0.5,llm_AB_20250804_153344,AB,resident group B
0,186,2,1,False,chose_to_stay,1,5,1,5,0.16666666666666666,llm_AB_20250804_153344,AB,resident group B
0,187,2,1,False,chose_to_stay,3,5,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,188,2,1,False,chose_to_stay,0,2,4,0,1.0,llm_AB_20250804_153344,AB,resident group B
0,189,2,0,False,chose_to_stay,4,8,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group A
0,190,2,1,False,chose_to_stay,1,2,5,0,1.0,llm_AB_20250804_153344,AB,resident group B
0,191,2,0,False,chose_to_stay,3,8,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group A
0,192,2,0,False,chose_to_stay,4,2,5,2,0.7142857142857143,llm_AB_20250804_153344,AB,resident group A
0,193,2,0,False,chose_to_stay,2,6,1,6,0.14285714285714285,llm_AB_20250804_153344,AB,resident group A
0,194,2,1,False,chose_to_stay,9,6,2,1,0.6666666666666666,llm_AB_20250804_153344,AB,resident group B
0,195,2,0,False,chose_to_stay,2,4,3,2,0.6,llm_AB_20250804_153344,AB,resident group A
0,196,2,0,False,chose_to_stay,0,8,2,1,0.6666666666666666,llm_AB_20250804_153344,AB,resident group A
0,197,2,1,False,chose_to_stay,2,1,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group B
0,198,2,1,False,chose_to_stay,0,5,1,3,0.25,llm_AB_20250804_153344,AB,resident group B
0,199,2,1,False,chose_to_stay,8,0,3,1,0.75,llm_AB_20250804_153344,AB,resident group B
0,200,2,1,False,chose_to_stay,7,2,3,3,0.5,llm_AB_20250804_153344,AB,resident group B
0,201,2,0,False,chose_to_stay,7,0,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,202,2,1,False,chose_to_stay,4,5,6,2,0.75,llm_AB_20250804_153344,AB,resident group B
0,203,2,0,False,chose_to_stay,3,1,4,1,0.8,llm_AB_20250804_153344,AB,resident group A
0,204,2,0,False,chose_to_stay,4,1,4,2,0.6666666666666666,llm_AB_20250804_153344,AB,resident group A
0,205,2,1,False,chose_to_stay,0,1,3,2,0.6,llm_AB_20250804_153344,AB,resident group B
0,206,2,1,False,chose_to_stay,9,1,3,1,0.75,llm_AB_20250804_153344,AB,resident group B
0,207,2,1,False,chose_to_stay,9,2,3,1,0.75,llm_AB_20250804_153344,AB,resident group B
0,208,2,1,False,chose_to_stay,8,3,3,3,0.5,llm_AB_20250804_153344,AB,resident group B
0,209,2,1,False,chose_to_stay,5,6,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,210,2,0,False,chose_to_stay,6,8,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group A
0,211,2,0,False,chose_to_stay,3,3,4,1,0.8,llm_AB_20250804_153344,AB,resident group A
0,212,2,0,False,chose_to_stay,6,7,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,213,2,1,False,chose_to_stay,9,3,2,2,0.5,llm_AB_20250804_153344,AB,resident group B
0,214,2,0,False,chose_to_stay,6,2,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,215,2,0,False,chose_to_stay,7,4,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group A
0,216,2,0,False,chose_to_stay,5,4,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,217,2,1,False,chose_to_stay,8,5,2,3,0.4,llm_AB_20250804_153344,AB,resident group B
0,218,2,0,False,chose_to_stay,0,7,2,1,0.6666666666666666,llm_AB_20250804_153344,AB,resident group A
0,219,2,1,False,chose_to_stay,5,8,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group B
0,220,2,0,False,chose_to_stay,8,6,0,5,0.0,llm_AB_20250804_153344,AB,resident group A
0,221,2,0,False,chose_to_stay,8,9,3,1,0.75,llm_AB_20250804_153344,AB,resident group A
0,222,2,0,False,chose_to_stay,6,6,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,223,2,0,False,chose_to_stay,8,2,0,6,0.0,llm_AB_20250804_153344,AB,resident group A
0,224,2,0,False,chose_to_stay,6,5,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group A
0,225,2,0,False,chose_to_stay,6,4,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group A
0,226,2,0,False,chose_to_stay,8,8,3,3,0.5,llm_AB_20250804_153344,AB,resident group A
0,227,2,1,False,chose_to_stay,9,0,2,0,1.0,llm_AB_20250804_153344,AB,resident group B
0,228,2,1,False,chose_to_stay,2,7,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,229,2,1,False,chose_to_stay,3,6,5,1,0.8333333333333334,llm_AB_20250804_153344,AB,resident group B
0,230,2,0,False,chose_to_stay,0,0,1,2,0.3333333333333333,llm_AB_20250804_153344,AB,resident group A
0,231,2,0,False,chose_to_stay,3,2,4,1,0.8,llm_AB_20250804_153344,AB,resident group A
0,232,2,0,False,chose_to_stay,3,4,2,3,0.4,llm_AB_20250804_153344,AB,resident group A
0,233,2,0,False,chose_to_stay,2,0,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,234,2,0,False,chose_to_stay,1,9,1,1,0.5,llm_AB_20250804_153344,AB,resident group A
0,235,2,1,False,chose_to_stay,3,7,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,236,2,0,False,chose_to_stay,1,0,2,3,0.4,llm_AB_20250804_153344,AB,resident group A
0,237,2,1,False,chose_to_stay,4,6,7,0,1.0,llm_AB_20250804_153344,AB,resident group B
0,238,2,0,False,chose_to_stay,1,4,2,3,0.4,llm_AB_20250804_153344,AB,resident group A
0,239,2,0,False,chose_to_stay,7,9,3,1,0.75,llm_AB_20250804_153344,AB,resident group A
0,240,2,1,False,chose_to_stay,7,8,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,241,3,1,False,chose_to_stay,9,1,3,1,0.75,llm_AB_20250804_153344,AB,resident group B
0,242,3,0,False,chose_to_stay,6,5,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group A
0,243,3,1,False,chose_to_stay,4,5,6,2,0.75,llm_AB_20250804_153344,AB,resident group B
0,244,3,1,False,chose_to_stay,5,6,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,245,3,0,False,chose_to_stay,7,4,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group A
0,246,3,1,False,chose_to_stay,1,1,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,247,3,1,False,chose_to_stay,0,2,4,0,1.0,llm_AB_20250804_153344,AB,resident group B
0,248,3,1,False,chose_to_stay,5,0,0,4,0.0,llm_AB_20250804_153344,AB,resident group B
0,249,3,0,False,chose_to_stay,3,8,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group A
0,250,3,0,False,chose_to_stay,0,7,2,1,0.6666666666666666,llm_AB_20250804_153344,AB,resident group A
0,251,3,0,False,chose_to_stay,0,4,1,3,0.25,llm_AB_20250804_153344,AB,resident group A
0,252,3,0,False,chose_to_stay,6,4,3,4,0.42857142857142855,llm_AB_20250804_153344,AB,resident group A
0,253,3,0,False,chose_to_stay,5,4,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group A
0,254,3,1,False,chose_to_stay,7,7,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,255,3,1,False,chose_to_stay,3,7,4,3,0.5714285714285714,llm_AB_20250804_153344,AB,resident group B
0,256,3,1,False,chose_to_stay,5,2,2,5,0.2857142857142857,llm_AB_20250804_153344,AB,resident group B
0,257,3,0,False,chose_to_stay,7,0,2,2,0.5,llm_AB_20250804_153344,AB,resident group A
0,258,3,1,False,chose_to_stay,2,1,2,4,0.3333333333333333,llm_AB_20250804_153344,AB,resident group B
0,259,3,0,False,chose_to_stay,4,1,4,2,0.6666666666666666,llm_AB_20250804_153344,AB,resident group A
