label,scenario,role,n_similar,n_occupied,condition,repeat,p_move,prompt_n,t
hermes-4.3-36b-chat-grammar,baseline,red,3,8,sequential,2,0.5638921076820906,177,1788722522.008714
hermes-4.3-36b-chat-grammar,baseline,red,3,8,sequential,3,0.5638921076820906,177,1788722522.4592052
hermes-4.3-36b-chat-grammar,baseline,red,3,8,sequential,4,0.5638921076820906,177,1788722522.909338
hermes-4.3-36b-chat-grammar,baseline,red,3,8,sequential,5,0.5638921076820906,177,1788722523.3602276
hermes-4.3-36b-chat-grammar,baseline,red,3,8,sequential,6,0.5638921076820906,177,1788722523.810333
hermes-4.3-36b-chat-grammar,baseline,red,3,8,sequential,7,0.5638921076820906,177,1788722524.2610621
hermes-4.3-36b-chat-grammar,baseline,red,3,8,sequential,8,0.5638921076820906,177,1788722524.7131507
hermes-4.3-36b-chat-grammar,baseline,red,3,8,sequential,9,0.5638921076820906,177,1788722525.1626081
hermes-4.3-36b-chat-grammar,baseline,red,3,8,sequential,10,0.5638921076820906,177,1788722525.612087
hermes-4.3-36b-chat-grammar,baseline,red,3,8,sequential,11,0.5638921076820906,177,1788722526.062091
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,0,0.6103210281432342,163,1788722526.5257666
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,1,0.6103210281432342,163,1788722526.9729395
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,2,0.6103210281432342,163,1788722527.4200208
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,3,0.6103210281432342,163,1788722527.8670928
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,4,0.6103210281432342,163,1788722528.3121812
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,5,0.6103210281432342,163,1788722528.7551394
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,6,0.6103210281432342,163,1788722529.1972141
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,7,0.6103210281432342,163,1788722529.6435995
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,8,0.6103210281432342,163,1788722530.0874522
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,9,0.6103210281432342,163,1788722530.5324879
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,10,0.6103210281432342,163,1788722530.9907994
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,sequential,11,0.6103210281432342,163,1788722531.4338021
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,0,0.41762771697225604,177,1788722531.9015508
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,1,0.41762771697225604,177,1788722532.3585343
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,2,0.41762771697225604,177,1788722532.8063383
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,3,0.41762771697225604,177,1788722533.2634418
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,4,0.41762771697225604,177,1788722533.7195358
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,5,0.41762771697225604,177,1788722534.1692328
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,6,0.41762771697225604,177,1788722534.62354
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,7,0.41762771697225604,177,1788722535.0740073
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,8,0.41762771697225604,177,1788722535.5247948
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,9,0.41762771697225604,177,1788722535.9751477
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,10,0.41762771697225604,177,1788722536.4249032
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,sequential,11,0.41762771697225604,177,1788722536.876854
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,0,0.9334104220104337,179,1788722537.3509462
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,1,0.9334104220104337,179,1788722537.8124862
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,2,0.9334104220104337,179,1788722538.2664194
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,3,0.9334104220104337,179,1788722538.717828
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,4,0.9334104220104337,179,1788722539.1691813
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,5,0.9334104220104337,179,1788722539.620573
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,6,0.9334104220104337,179,1788722540.076925
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,7,0.9334104220104337,179,1788722540.5280373
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,8,0.9334104220104337,179,1788722540.9791648
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,9,0.9334104220104337,179,1788722541.4320154
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,10,0.9334104220104337,179,1788722541.8840156
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,sequential,11,0.9334104220104337,179,1788722542.3350852
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,0,0.995472309936233,178,1788722542.8076797
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,1,0.995472309936233,178,1788722543.2635381
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,2,0.995472309936233,178,1788722543.7153718
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,3,0.995472309936233,178,1788722544.1720374
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,4,0.995472309936233,178,1788722544.6252646
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,5,0.995472309936233,178,1788722545.0834672
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,6,0.995472309936233,178,1788722545.5351832
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,7,0.995472309936233,178,1788722545.987294
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,8,0.995472309936233,178,1788722546.4385498
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,9,0.995472309936233,178,1788722546.8900485
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,10,0.995472309936233,178,1788722547.340494
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,sequential,11,0.995472309936233,178,1788722547.79157
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,0,0.5098806723722622,182,1788722551.9873266
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,1,0.5213588527646571,182,1788722551.987328
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,2,0.5245488180008617,182,1788722551.987329
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,3,0.46108880958954934,182,1788722551.9873295
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,4,0.5148767344880163,182,1788722551.98733
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,5,0.5639427708374063,182,1788722551.9873307
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,6,0.5639427708374063,182,1788722551.9873312
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,7,0.5148767344880163,182,1788722551.9873316
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,8,0.5245488180008617,182,1788722551.9873319
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,9,0.46108880958954934,182,1788722551.987333
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,10,0.5213588527646571,182,1788722551.9873335
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,1,7,concurrent,11,0.5098806723722622,182,1788722551.9873338
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,0,0.5577587563751237,177,1788722556.3349543
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,1,0.5650118701580091,177,1788722556.3349557
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,2,0.5548680777092515,177,1788722556.3349566
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,3,0.5639408858098299,177,1788722556.3349576
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,4,0.5227694165696811,177,1788722556.3349583
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,5,0.5713051310828121,177,1788722556.3349588
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,6,0.5967673195023407,177,1788722556.3349595
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,7,0.5165535416436337,177,1788722556.3349602
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,8,0.5227694165696811,177,1788722556.3349607
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,9,0.5713051310828121,177,1788722556.3349614
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,10,0.5967673195023407,177,1788722556.334962
hermes-4.3-36b-chat-grammar,race_white_black,blue,1,6,concurrent,11,0.5165535416436337,177,1788722556.3349624
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,0,0.43809204711935323,179,1788722560.703962
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,1,0.4012716614215057,179,1788722560.7039638
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,2,0.42510916516218183,179,1788722560.7039647
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,3,0.40088862618621873,179,1788722560.7039652
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,4,0.42510919111865647,179,1788722560.703966
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,5,0.43809205295006476,179,1788722560.7039707
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,6,0.40088862618621873,179,1788722560.7039714
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,7,0.4012716614215057,179,1788722560.7039719
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,8,0.41544346742597016,179,1788722560.7039726
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,9,0.3682636627095485,179,1788722560.703973
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,10,0.4217695128237362,179,1788722560.7039735
hermes-4.3-36b-chat-grammar,race_white_black,red,1,6,concurrent,11,0.4861638130707875,179,1788722560.7039742
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,0,0.5623774196188747,179,1788722565.0710669
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,1,0.5659697977652418,179,1788722565.0710685
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,2,0.676548119464905,179,1788722565.0710692
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,3,0.5220251717898386,179,1788722565.07107
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,4,0.6054655575945256,179,1788722565.0710707
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,5,0.583550131518257,179,1788722565.0710711
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,6,0.5876251584947192,179,1788722565.071072
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,7,0.5820716542657265,179,1788722565.0710726
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,8,0.5860787325857801,179,1788722565.071073
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,9,0.5820716542657265,179,1788722565.0710735
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,10,0.5860787325857801,179,1788722565.0710742
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,2,concurrent,11,0.6148385648300698,179,1788722565.0710747
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,0,0.475807031377977,177,1788722569.439543
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,1,0.4418178865021813,177,1788722569.4395447
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,2,0.44925105818494626,177,1788722569.4395454
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,3,0.5000724705033394,177,1788722569.4395463
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,4,0.42910974992870765,177,1788722569.4395468
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,5,0.489217511226223,177,1788722569.4395483
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,6,0.4124062700012898,177,1788722569.439549
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,7,0.475807031377977,177,1788722569.4395494
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,8,0.42910974992870765,177,1788722569.4395502
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,9,0.489217511226223,177,1788722569.4395506
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,10,0.4124062700012898,177,1788722569.439551
hermes-4.3-36b-chat-grammar,green_yellow,blue,3,8,concurrent,11,0.4437906169584284,177,1788722569.439552
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,0,0.6047035212447189,177,1788722573.590604
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,1,0.5235535737353979,177,1788722573.5906057
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,2,0.6511140079629039,177,1788722573.5906067
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,3,0.5262381729491845,177,1788722573.5906074
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,4,0.5262381729491845,177,1788722573.5906081
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,5,0.6511140079629039,177,1788722573.5906086
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,6,0.6047035212447189,177,1788722573.590609
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,7,0.5235535737353979,177,1788722573.59061
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,8,0.6739079731361033,177,1788722573.5906107
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,9,0.5083858240652555,177,1788722573.5906112
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,10,0.6739079731361033,177,1788722573.5906117
hermes-4.3-36b-chat-grammar,baseline,red,3,8,concurrent,11,0.5083858240652555,177,1788722573.5906122
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,0,0.6392981137789572,163,1788722577.6879892
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,1,0.6235219535002003,163,1788722577.6879911
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,2,0.570454726352082,163,1788722577.6879919
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,3,0.6290289383255349,163,1788722577.6879926
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,4,0.6108216982787683,163,1788722577.687993
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,5,0.6016429231610744,163,1788722577.6879938
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,6,0.6645488049412543,163,1788722577.6879945
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,7,0.6290289383255349,163,1788722577.6879952
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,8,0.6108216982787683,163,1788722577.6879957
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,9,0.6016429231610744,163,1788722577.6879969
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,10,0.6645488049412543,163,1788722577.6879973
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,blue,0,0,concurrent,11,0.6103210281432342,163,1788722577.6879983
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,0,0.44127607637614336,177,1788722582.0952308
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,1,0.41762771697225604,177,1788722582.0952322
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,2,0.3973134355321311,177,1788722582.095233
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,3,0.47396917193214183,177,1788722582.0952334
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,4,0.43504252139078964,177,1788722582.0952344
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,5,0.41013780491108204,177,1788722582.0952346
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,6,0.3822783655068618,177,1788722582.095235
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,7,0.37468166506504824,177,1788722582.0952356
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,8,0.43504252139078964,177,1788722582.095236
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,9,0.41013780491108204,177,1788722582.0952368
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,10,0.3822783655068618,177,1788722582.0952375
hermes-4.3-36b-chat-grammar,income_high_low,blue,2,8,concurrent,11,0.37468166506504824,177,1788722582.095238
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,0,0.9304888619477086,179,1788722586.3189354
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,1,0.9495057459639366,179,1788722586.3189368
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,2,0.9235605385081508,179,1788722586.3189378
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,3,0.9210591366659563,179,1788722586.3189387
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,4,0.9495057459639366,179,1788722586.3189394
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,5,0.9210591366659563,179,1788722586.31894
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,6,0.9235605385081508,179,1788722586.3189402
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,7,0.9304888619477086,179,1788722586.3189406
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,8,0.9317303937769728,179,1788722586.318941
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,9,0.9372955954378742,179,1788722586.3189416
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,10,0.9317303937769728,179,1788722586.3189423
hermes-4.3-36b-chat-grammar,ethnic_asian_hispanic,red,0,5,concurrent,11,0.9372955954378742,179,1788722586.3189425
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,concurrent,0,0.9947476450555974,178,1788722590.7417362
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,concurrent,1,0.9931970065420257,178,1788722590.7417371
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,concurrent,2,0.9942979816953164,178,1788722590.7417378
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,concurrent,3,0.9943577915019114,178,1788722590.7417383
hermes-4.3-36b-chat-grammar,political_liberal_conservative,blue,1,3,concurrent,4,0.9931970065420257,178,1788722590.7417386
