label,scenario,role,n_similar,n_occupied,condition,repeat,p_move,prompt_n,t
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,sequential,6,0.24631941323155393,179,1788725109.0502481
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,sequential,7,0.24631941323155393,179,1788725109.7374616
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,sequential,8,0.24631941323155393,179,1788725110.4293122
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,sequential,9,0.24631941323155393,179,1788725111.1196244
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,sequential,10,0.24631941323155393,179,1788725111.8115973
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,sequential,11,0.24631941323155393,179,1788725112.5043788
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,0,0.5611565709454216,180,1788725113.2175212
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,1,0.5611565709454216,180,1788725113.9115233
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,2,0.5611565709454216,180,1788725114.6075358
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,3,0.5611565709454216,180,1788725115.3044598
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,4,0.5611565709454216,180,1788725115.995613
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,5,0.5611565709454216,180,1788725116.6858962
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,6,0.5611565709454216,180,1788725117.3820715
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,7,0.5611565709454216,180,1788725118.0754483
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,8,0.5611565709454216,180,1788725118.7659435
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,9,0.5611565709454216,180,1788725119.4579303
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,10,0.5611565709454216,180,1788725120.1497078
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,sequential,11,0.5611565709454216,180,1788725120.837991
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,0,0.28494582434334237,180,1788725121.5277572
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,1,0.28494582434334237,180,1788725122.2158275
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,2,0.28494582434334237,180,1788725122.9080265
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,3,0.28494582434334237,180,1788725123.604046
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,4,0.28494582434334237,180,1788725124.299146
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,5,0.28494582434334237,180,1788725124.9948797
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,6,0.28494582434334237,180,1788725125.6875837
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,7,0.28494582434334237,180,1788725126.3795164
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,8,0.28494582434334237,180,1788725127.0690758
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,9,0.28494582434334237,180,1788725127.7601588
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,10,0.28494582434334237,180,1788725128.4511118
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,sequential,11,0.28494582434334237,180,1788725129.1416733
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,0,0.3411262232113482,181,1788725129.8594952
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,1,0.3411262232113482,181,1788725130.5632563
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,2,0.3411262232113482,181,1788725131.2571163
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,3,0.3411262232113482,181,1788725131.95653
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,4,0.3411262232113482,181,1788725132.650693
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,5,0.3411262232113482,181,1788725133.3485167
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,6,0.3411262232113482,181,1788725134.0418277
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,7,0.3411262232113482,181,1788725134.7366138
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,8,0.3411262232113482,181,1788725135.4332547
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,9,0.3411262232113482,181,1788725136.1316853
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,10,0.3411262232113482,181,1788725136.8261774
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,sequential,11,0.3411262232113482,181,1788725137.518314
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,0,0.11997406365209053,181,1788725138.2154236
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,1,0.11997406365209053,181,1788725138.9104793
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,2,0.11997406365209053,181,1788725139.6064417
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,3,0.11997406365209053,181,1788725140.3044229
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,4,0.11997406365209053,181,1788725140.9980826
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,5,0.11997406365209053,181,1788725141.6965194
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,6,0.11997406365209053,181,1788725142.393772
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,7,0.11997406365209053,181,1788725143.0865214
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,8,0.11997406365209053,181,1788725143.78049
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,9,0.11997406365209053,181,1788725144.4752867
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,10,0.11997406365209053,181,1788725145.1691477
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,sequential,11,0.11997406365209053,181,1788725145.8634605
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,0,0.6434255647159633,180,1788725146.5748148
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,1,0.6434255647159633,180,1788725147.273393
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,2,0.6434255647159633,180,1788725147.967286
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,3,0.6434255647159633,180,1788725148.6624596
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,4,0.6434255647159633,180,1788725149.354098
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,5,0.6434255647159633,180,1788725150.0455143
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,6,0.6434255647159633,180,1788725150.7390935
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,7,0.6434255647159633,180,1788725151.4320586
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,8,0.6434255647159633,180,1788725152.126654
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,9,0.6434255647159633,180,1788725152.8194122
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,10,0.6434255647159633,180,1788725153.5135205
llama-3.3-70b-chat-grammar,baseline,blue,1,3,sequential,11,0.6434255647159633,180,1788725154.2058094
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,0,0.9922615294326492,180,1788725154.9148722
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,1,0.9922615294326492,180,1788725155.6095037
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,2,0.9922615294326492,180,1788725156.302519
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,3,0.9922615294326492,180,1788725156.994547
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,4,0.9922615294326492,180,1788725157.683392
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,5,0.9922615294326492,180,1788725158.3756897
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,6,0.9922615294326492,180,1788725159.0721686
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,7,0.9922615294326492,180,1788725159.766472
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,8,0.9922615294326492,180,1788725160.4616947
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,9,0.9922615294326492,180,1788725161.1525965
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,10,0.9922615294326492,180,1788725161.8422582
llama-3.3-70b-chat-grammar,baseline,red,1,4,sequential,11,0.9922615294326492,180,1788725162.5318897
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,0,0.941465244590269,180,1788725163.2494369
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,1,0.941465244590269,180,1788725163.9423099
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,2,0.941465244590269,180,1788725164.6345963
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,3,0.941465244590269,180,1788725165.3276196
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,4,0.941465244590269,180,1788725166.0185335
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,5,0.941465244590269,180,1788725166.7104084
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,6,0.941465244590269,180,1788725167.402276
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,7,0.941465244590269,180,1788725168.0934727
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,8,0.941465244590269,180,1788725168.7859206
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,9,0.941465244590269,180,1788725169.479431
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,10,0.941465244590269,180,1788725170.1710844
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,sequential,11,0.941465244590269,180,1788725170.863167
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,0,0.1636082405639464,181,1788725178.3243327
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,1,0.5462862416278628,181,1788725178.3243346
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,2,0.15397704909840546,181,1788725178.3243356
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,3,0.3374576568884454,181,1788725178.3243363
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,4,0.3374576568884454,181,1788725178.324337
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,5,0.5462862416278628,181,1788725178.3243377
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,6,0.1636082405639464,181,1788725178.3243382
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,7,0.15397704909840546,181,1788725178.324339
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,8,0.785457766501811,181,1788725178.3243394
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,9,0.18969693216380373,181,1788725178.324344
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,10,0.8781151509959105,181,1788725178.3243446
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,8,concurrent,11,0.8322366476228871,181,1788725178.324345
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,0,0.4214160271091975,180,1788725185.7631238
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,1,0.30932027115016825,180,1788725185.7631252
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,2,0.4553859235070448,180,1788725185.7631261
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,3,0.4666044275963947,180,1788725185.7631266
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,4,0.3621457816569011,180,1788725185.763127
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,5,0.39191675198774173,180,1788725185.7631276
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,6,0.14591507836389742,180,1788725185.7631278
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,7,0.8150186417638199,180,1788725185.7631283
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,8,0.14591507836389742,180,1788725185.7631288
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,9,0.8150186417638199,180,1788725185.763129
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,10,0.3621457816569011,180,1788725185.7631297
llama-3.3-70b-chat-grammar,green_yellow,red,1,6,concurrent,11,0.39191675198774173,180,1788725185.7631302
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,0,0.3547753096028401,179,1788725193.1882868
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,1,0.5994283557542787,179,1788725193.1882882
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,2,0.5981214821301548,179,1788725193.188289
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,3,0.16501939301775592,179,1788725193.1882896
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,4,0.47566241031315903,179,1788725193.18829
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,5,0.3820459659130989,179,1788725193.188291
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,6,0.8415247076659179,179,1788725193.1882915
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,7,0.16501939301775592,179,1788725193.188292
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,8,0.3820459659130989,179,1788725193.1882923
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,9,0.47566241031315903,179,1788725193.188293
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,10,0.8415247076659179,179,1788725193.1882937
llama-3.3-70b-chat-grammar,income_high_low,red,3,8,concurrent,11,0.24631941323155393,179,1788725193.1882942
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,0,0.49900245669781856,180,1788725200.613684
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,1,0.5138647709834288,180,1788725200.613685
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,2,0.48475547183938295,180,1788725200.6136851
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,3,0.5502335593481096,180,1788725200.6136858
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,4,0.4361210298073318,180,1788725200.6136863
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,5,0.36065616133579204,180,1788725200.6136866
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,6,0.6832643151706163,180,1788725200.6136868
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,7,0.49900245669781856,180,1788725200.6136873
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,8,0.36065616133579204,180,1788725200.6136873
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,9,0.6832643151706163,180,1788725200.6136878
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,10,0.4361210298073318,180,1788725200.613688
llama-3.3-70b-chat-grammar,income_high_low,blue,1,7,concurrent,11,0.5611565709454216,180,1788725200.6136882
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,0,0.28494582434334237,180,1788725208.2747078
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,1,0.11284809645970519,180,1788725208.2747092
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,2,0.5284307599366497,180,1788725208.27471
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,3,0.38288027051887547,180,1788725208.274711
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,4,0.3222126567072004,180,1788725208.2747111
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,5,0.21389627459720995,180,1788725208.2747123
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,6,0.2452050222847324,180,1788725208.274713
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,7,0.1807101965220155,180,1788725208.2747135
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,8,0.38288027051887547,180,1788725208.274714
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,9,0.28494582434334237,180,1788725208.2747147
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,10,0.11284809645970519,180,1788725208.2747152
llama-3.3-70b-chat-grammar,income_high_low,blue,1,6,concurrent,11,0.5284307599366497,180,1788725208.2747154
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,0,0.1030512251819322,181,1788725215.3393486
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,1,0.19323656541883502,181,1788725215.3393495
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,2,0.41280752424771955,181,1788725215.3393497
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,3,0.19323656541883502,181,1788725215.33935
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,4,0.03772118576197129,181,1788725215.3393505
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,5,0.00835449796761536,181,1788725215.3393507
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,6,0.41280752424771955,181,1788725215.339351
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,7,0.1030512251819322,181,1788725215.3393517
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,8,0.00835449796761536,181,1788725215.339352
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,9,0.03772118576197129,181,1788725215.3393521
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,10,0.19323656541883502,181,1788725215.3393524
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,7,concurrent,11,0.19323656541883502,181,1788725215.3393524
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,0,0.2163605807098066,181,1788725223.021336
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,1,0.18629621249726663,181,1788725223.0213375
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,2,0.11997406365209053,181,1788725223.0213385
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,3,0.3983936310216412,181,1788725223.021339
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,4,0.2229154706431429,181,1788725223.0213394
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,5,0.017803723095843035,181,1788725223.02134
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,6,0.23885798457490287,181,1788725223.0213404
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,7,0.07541119365134952,181,1788725223.0213406
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,8,0.11997406365209053,181,1788725223.021341
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,9,0.2163605807098066,181,1788725223.021342
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,10,0.18629621249726663,181,1788725223.0213425
llama-3.3-70b-chat-grammar,ethnic_asian_hispanic,red,0,6,concurrent,11,0.3983936310216412,181,1788725223.021343
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,0,0.5785430670221822,180,1788725230.0577981
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,1,0.6086285892123678,180,1788725230.0577996
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,2,0.5917232456925554,180,1788725230.0578003
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,3,0.5213664615343703,180,1788725230.057801
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,4,0.5917232456925554,180,1788725230.0578015
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,5,0.5213664615343703,180,1788725230.057802
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,6,0.6086285892123678,180,1788725230.0578024
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,7,0.5785430670221822,180,1788725230.0578027
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,8,0.819241225754494,180,1788725230.0578032
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,9,0.819241225754494,180,1788725230.0578039
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,10,0.819241225754494,180,1788725230.0578043
llama-3.3-70b-chat-grammar,baseline,blue,1,3,concurrent,11,0.819241225754494,180,1788725230.0578048
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,0,0.9989055812091803,180,1788725237.0838594
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,1,0.9951456471840455,180,1788725237.0838609
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,2,0.9986368849866606,180,1788725237.0838618
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,3,0.9765423354450077,180,1788725237.0838625
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,4,0.9765423354450077,180,1788725237.083863
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,5,0.9951456471840455,180,1788725237.0838637
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,6,0.9989055812091803,180,1788725237.083864
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,7,0.9986368849866606,180,1788725237.083865
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,8,0.997709252921077,180,1788725237.0838654
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,9,0.997709252921077,180,1788725237.083866
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,10,0.997709252921077,180,1788725237.0838664
llama-3.3-70b-chat-grammar,baseline,red,1,4,concurrent,11,0.997709252921077,180,1788725237.0838668
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,0,0.7855952861876002,180,1788725244.4962318
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,1,0.9228492585894736,180,1788725244.4962335
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,2,0.9486826587716756,180,1788725244.4962347
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,3,0.8976658583244221,180,1788725244.4962356
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,4,0.9486826587716756,180,1788725244.4962363
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,5,0.9228492585894736,180,1788725244.4962373
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,6,0.7855952861876002,180,1788725244.4962382
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,7,0.8976658583244221,180,1788725244.496239
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,8,0.8113947986554263,180,1788725244.4962397
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,9,0.9804817602545229,180,1788725244.4962401
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,10,0.941465244590269,180,1788725244.4962409
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,concurrent,11,0.7475828529228012,180,1788725244.4962413
llama-3.3-70b-chat-grammar,political_liberal_conservative,red,1,4,interleaved,6,0.9486826587716756,180,1788725326.9143307
