label,scenario,role,n_similar,n_occupied,condition,repeat,p_move,prompt_n,t
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,sequential,5,0.8268156037965361,151,1788717610.6673334
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,sequential,6,0.8268156037965361,151,1788717610.832469
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,sequential,7,0.8268156037965361,151,1788717610.9976945
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,sequential,8,0.8268156037965361,151,1788717611.1646175
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,sequential,9,0.8268156037965361,151,1788717611.331397
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,sequential,10,0.8268156037965361,151,1788717611.498795
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,sequential,11,0.8268156037965361,151,1788717611.665338
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,0,0.8894981079568515,151,1788717611.8489604
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,1,0.8894981079568515,151,1788717612.018166
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,2,0.8894981079568515,151,1788717612.1839757
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,3,0.8894981079568515,151,1788717612.3493767
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,4,0.8894981079568515,151,1788717612.5142326
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,5,0.8894981079568515,151,1788717612.680564
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,6,0.8894981079568515,151,1788717612.8466954
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,7,0.8894981079568515,151,1788717613.0133772
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,8,0.8894981079568515,151,1788717613.177384
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,9,0.8894981079568515,151,1788717613.3438551
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,10,0.8894981079568515,151,1788717613.5113928
phi-4-14b-chat-grammar,baseline,blue,0,6,sequential,11,0.8894981079568515,151,1788717613.6778224
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,0,0.9821447060840118,151,1788717613.8435702
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,1,0.9821447060840118,151,1788717614.0090303
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,2,0.9821447060840118,151,1788717614.1747725
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,3,0.9821447060840118,151,1788717614.3413773
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,4,0.9821447060840118,151,1788717614.5074215
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,5,0.9821447060840118,151,1788717614.6731331
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,6,0.9821447060840118,151,1788717614.8393917
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,7,0.9821447060840118,151,1788717615.0097556
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,8,0.9821447060840118,151,1788717615.1749442
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,9,0.9821447060840118,151,1788717615.3395858
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,10,0.9821447060840118,151,1788717615.5051086
phi-4-14b-chat-grammar,baseline,blue,0,8,sequential,11,0.9821447060840118,151,1788717615.6717062
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,0,0.007827671463623068,151,1788717615.8515909
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,1,0.007827671463623068,151,1788717616.0210617
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,2,0.007827671463623068,151,1788717616.1879609
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,3,0.007827671463623068,151,1788717616.3568702
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,4,0.007827671463623068,151,1788717616.5237887
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,5,0.007827671463623068,151,1788717616.690357
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,6,0.007827671463623068,151,1788717616.857452
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,7,0.007827671463623068,151,1788717617.0254152
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,8,0.007827671463623068,151,1788717617.1930702
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,9,0.007827671463623068,151,1788717617.3595603
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,10,0.007827671463623068,151,1788717617.5251102
phi-4-14b-chat-grammar,green_yellow,blue,0,5,sequential,11,0.007827671463623068,151,1788717617.6903124
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,0,0.4460177256346393,151,1788717619.1344275
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,1,0.5435296731032979,151,1788717619.1344295
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,2,0.46024910986073786,151,1788717619.1344302
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,3,0.4947988390832293,151,1788717619.1344306
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,4,0.5323947509296946,151,1788717619.1344311
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,5,0.45651388167560325,151,1788717619.134432
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,6,0.428244590750616,151,1788717619.1344326
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,7,0.5323947509296946,151,1788717619.134433
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,8,0.45651388167560325,151,1788717619.1344335
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,9,0.428244590750616,151,1788717619.1344345
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,10,0.5785691142002913,151,1788717619.1344352
phi-4-14b-chat-grammar,baseline,blue,0,5,concurrent,11,0.537147625160579,151,1788717619.1344357
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,0,0.3191346526036703,151,1788717620.6556854
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,1,0.27593839167801504,151,1788717620.6556869
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,2,0.2614885568535084,151,1788717620.6556876
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,3,0.30307231255951705,151,1788717620.6556883
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,4,0.3267143368650864,151,1788717620.655689
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,5,0.32573668138845585,151,1788717620.6556895
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,6,0.284059047693565,151,1788717620.65569
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,7,0.2505286931915471,151,1788717620.6556904
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,8,0.3191346526036703,151,1788717620.655691
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,9,0.2614885568535084,151,1788717620.6556911
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,10,0.30307231255951705,151,1788717620.655692
phi-4-14b-chat-grammar,baseline,blue,0,4,concurrent,11,0.27593839167801504,151,1788717620.6556926
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,0,0.4620330744304656,151,1788717622.057524
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,1,0.30623844913620335,151,1788717622.0575259
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,2,0.3518571833154477,151,1788717622.0575266
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,3,0.34122055567201115,151,1788717622.057527
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,4,0.3334252224193237,151,1788717622.0575275
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,5,0.31935018154534095,151,1788717622.0575306
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,6,0.3391929047928731,151,1788717622.0575309
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,7,0.3334252224193237,151,1788717622.0575314
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,8,0.31935018154534095,151,1788717622.0575318
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,9,0.3391929047928731,151,1788717622.057532
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,10,0.2992971523535442,151,1788717622.0575328
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,concurrent,11,0.33159134436655185,151,1788717622.0575333
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,0,0.2763089537614557,151,1788717623.506957
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,1,0.17949571670600023,151,1788717623.506959
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,2,0.2589711546894729,151,1788717623.5069594
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,3,0.32778763770940184,151,1788717623.5069602
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,4,0.2589711546894729,151,1788717623.5069606
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,5,0.2763089537614557,151,1788717623.506961
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,6,0.32778763770940184,151,1788717623.5069616
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,7,0.17949571670600023,151,1788717623.506962
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,8,0.26215650850001404,151,1788717623.5069628
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,9,0.21249617319486297,151,1788717623.5069633
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,10,0.23985531211291905,151,1788717623.5069637
phi-4-14b-chat-grammar,green_yellow,red,0,8,concurrent,11,0.2675337195392804,151,1788717623.5069642
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,0,0.2197218173828681,151,1788717624.9261098
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,1,0.24345690012027238,151,1788717624.9261107
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,2,0.2017480849970233,151,1788717624.926111
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,3,0.23316026876712384,151,1788717624.9261115
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,4,0.18394037533059673,151,1788717624.9261117
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,5,0.22912260207274754,151,1788717624.9261124
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,6,0.2053123830963825,151,1788717624.9261127
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,7,0.2078383204994673,151,1788717624.9261131
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,8,0.24045815347347335,151,1788717624.9261134
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,9,0.18394037533059673,151,1788717624.9261136
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,10,0.22912260207274754,151,1788717624.9261138
phi-4-14b-chat-grammar,green_yellow,blue,0,8,concurrent,11,0.2053123830963825,151,1788717624.926114
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,0,0.16660653299874587,151,1788717626.3499007
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,1,0.2272924184285421,151,1788717626.3499026
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,2,0.1642261867835115,151,1788717626.3499036
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,3,0.15701159362998304,151,1788717626.3499043
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,4,0.1642261867835115,151,1788717626.3499053
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,5,0.2272924184285421,151,1788717626.3499062
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,6,0.15701159362998304,151,1788717626.349907
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,7,0.16660653299874587,151,1788717626.3499074
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,8,0.16081097240728834,151,1788717626.3499079
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,9,0.19298572547531306,151,1788717626.3499086
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,10,0.16081097240728834,151,1788717626.3499093
phi-4-14b-chat-grammar,baseline,red,0,8,concurrent,11,0.19298572547531306,151,1788717626.3499098
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,0,0.8460140219932673,151,1788717627.8134606
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,1,0.8891632022447683,151,1788717627.8134618
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,2,0.8917514081669047,151,1788717627.8134623
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,3,0.8587287657285662,151,1788717627.8134627
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,4,0.8416528687969183,151,1788717627.8134632
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,5,0.8670647734355955,151,1788717627.8134634
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,6,0.8566025021886421,151,1788717627.8134642
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,7,0.841699633815706,151,1788717627.8134644
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,8,0.8151922693579002,151,1788717627.8134649
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,9,0.8460140219932673,151,1788717627.8134656
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,10,0.8891632022447683,151,1788717627.8134658
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,concurrent,11,0.8268156037965361,151,1788717627.8134663
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,0,0.8124991534226188,151,1788717629.2748063
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,1,0.9150054454783099,151,1788717629.2748082
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,2,0.8943793640347427,151,1788717629.274809
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,3,0.9001656241706518,151,1788717629.2748096
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,4,0.9001656241706518,151,1788717629.27481
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,5,0.9150054454783099,151,1788717629.2748106
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,6,0.8943793640347427,151,1788717629.274811
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,7,0.8124991534226188,151,1788717629.274812
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,8,0.8672906160326341,151,1788717629.2748125
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,9,0.8634060025178149,151,1788717629.274813
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,10,0.7491589188528469,151,1788717629.2748132
phi-4-14b-chat-grammar,baseline,blue,0,6,concurrent,11,0.8894981079568515,151,1788717629.274814
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,0,0.9799638281019747,151,1788717630.7854974
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,1,0.9834756511609747,151,1788717630.7854989
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,2,0.9821447060840118,151,1788717630.7854996
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,3,0.9839938209650796,151,1788717630.7855
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,4,0.9834756511609747,151,1788717630.785501
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,5,0.9799638281019747,151,1788717630.7855015
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,6,0.9839938209650796,151,1788717630.7855017
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,7,0.9875277253214857,151,1788717630.7855022
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,8,0.9816761181410298,151,1788717630.7855027
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,9,0.9875277253214857,151,1788717630.7855031
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,10,0.9816761181410298,151,1788717630.7855036
phi-4-14b-chat-grammar,baseline,blue,0,8,concurrent,11,0.9821447060840118,151,1788717630.7855043
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,0,0.010888478485676195,151,1788717632.1839929
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,1,0.013240751847605224,151,1788717632.1839943
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,2,0.011230657693632375,151,1788717632.1839952
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,3,0.011230657693632375,151,1788717632.1839957
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,4,0.013240751847605224,151,1788717632.1839964
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,5,0.010888478485676195,151,1788717632.1839974
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,6,0.011230657693632375,151,1788717632.1839979
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,7,0.013240751847605224,151,1788717632.183998
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,8,0.010888478485676195,151,1788717632.1839988
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,9,0.011230657693632375,151,1788717632.1839993
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,10,0.013240751847605224,151,1788717632.1839998
phi-4-14b-chat-grammar,green_yellow,blue,0,5,concurrent,11,0.010888478485676195,151,1788717632.1840003
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,4,0.8416528687969183,151,1788717646.2677612
phi-4-14b-chat-grammar,baseline,red,0,8,interleaved,9,0.2272924184285421,151,1788717646.2677631
phi-4-14b-chat-grammar,green_yellow,red,0,8,interleaved,5,0.32778763770940184,151,1788717646.2677648
phi-4-14b-chat-grammar,green_yellow,blue,0,5,interleaved,10,0.00913979099500006,151,1788717646.2677655
phi-4-14b-chat-grammar,green_yellow,blue,0,8,interleaved,10,0.2197218173828681,151,1788717646.2677662
phi-4-14b-chat-grammar,green_yellow,blue,0,8,interleaved,1,0.24345690012027238,151,1788717646.267767
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,5,0.4620330744304656,151,1788717646.267768
phi-4-14b-chat-grammar,green_yellow,blue,0,5,interleaved,2,0.013832261914970154,151,1788717646.2677686
phi-4-14b-chat-grammar,baseline,blue,0,5,interleaved,3,0.4947988390832293,151,1788717646.2677693
phi-4-14b-chat-grammar,green_yellow,blue,0,5,interleaved,8,0.013832261914970154,151,1788717646.26777
phi-4-14b-chat-grammar,baseline,blue,0,5,interleaved,1,0.4460177256346393,151,1788717646.2677708
phi-4-14b-chat-grammar,green_yellow,blue,0,5,interleaved,9,0.00913979099500006,151,1788717646.2677717
phi-4-14b-chat-grammar,green_yellow,red,0,8,interleaved,0,0.26215650850001404,151,1788717646.2677722
phi-4-14b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,1,0.841699633815706,151,1788717646.2677732
phi-4-14b-chat-grammar,green_yellow,red,0,8,interleaved,2,0.23985531211291905,151,1788717646.2677736
phi-4-14b-chat-grammar,green_yellow,blue,0,8,interleaved,8,0.2197218173828681,151,1788717646.2677746
phi-4-14b-chat-grammar,baseline,blue,0,4,interleaved,9,0.3267143368650864,151,1788717646.2677755
phi-4-14b-chat-grammar,baseline,red,0,8,interleaved,2,0.2272924184285421,151,1788717646.267776
phi-4-14b-chat-grammar,baseline,blue,0,8,interleaved,10,0.9858685080749772,151,1788717646.2677765
