label,scenario,role,n_similar,n_occupied,condition,repeat,p_move,prompt_n,t
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,sequential,3,0.4276824691960611,154,1788720541.2335436
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,sequential,4,0.4276824691960611,154,1788720541.580227
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,sequential,5,0.4276824691960611,154,1788720541.9283187
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,sequential,6,0.4276824691960611,154,1788720542.2767308
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,sequential,7,0.4276824691960611,154,1788720542.6257808
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,sequential,8,0.4276824691960611,154,1788720542.974348
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,sequential,9,0.4276824691960611,154,1788720543.3231487
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,sequential,10,0.4276824691960611,154,1788720543.671595
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,sequential,11,0.4276824691960611,154,1788720544.0191355
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,0,0.47730679140384885,154,1788720544.388614
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,1,0.47730679140384885,154,1788720544.7403011
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,2,0.47730679140384885,154,1788720545.0896506
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,3,0.47730679140384885,154,1788720545.4378135
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,4,0.47730679140384885,154,1788720545.7853768
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,5,0.47730679140384885,154,1788720546.1337345
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,6,0.47730679140384885,154,1788720546.4815705
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,7,0.47730679140384885,154,1788720546.8292296
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,8,0.47730679140384885,154,1788720547.1755638
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,9,0.47730679140384885,154,1788720547.523748
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,10,0.47730679140384885,154,1788720547.872705
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,sequential,11,0.47730679140384885,154,1788720548.2210357
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,0,0.45803905376170345,138,1788720548.5833147
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,1,0.45803905376170345,138,1788720548.9290087
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,2,0.45803905376170345,138,1788720549.2701423
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,3,0.45803905376170345,138,1788720549.6132224
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,4,0.45803905376170345,138,1788720549.9542062
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,5,0.45803905376170345,138,1788720550.2969527
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,6,0.45803905376170345,138,1788720550.6397703
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,7,0.45803905376170345,138,1788720550.9820054
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,8,0.45803905376170345,138,1788720551.3227205
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,9,0.45803905376170345,138,1788720551.6640606
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,10,0.45803905376170345,138,1788720552.0066028
olmo-2-32b-chat-grammar,baseline,red,0,0,sequential,11,0.45803905376170345,138,1788720552.3483205
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,0,0.4974308611960353,154,1788720552.716476
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,1,0.4974308611960353,154,1788720553.0695457
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,2,0.4974308611960353,154,1788720553.418186
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,3,0.4974308611960353,154,1788720553.7656045
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,4,0.4974308611960353,154,1788720554.1130936
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,5,0.4974308611960353,154,1788720554.4622211
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,6,0.4974308611960353,154,1788720554.810684
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,7,0.4974308611960353,154,1788720555.1606762
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,8,0.4974308611960353,154,1788720555.5111375
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,9,0.4974308611960353,154,1788720555.8612854
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,10,0.4974308611960353,154,1788720556.2105448
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,sequential,11,0.4974308611960353,154,1788720556.5601854
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,0,0.600286333222046,138,1788720556.9217577
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,1,0.600286333222046,138,1788720557.2674778
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,2,0.600286333222046,138,1788720557.6106668
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,3,0.600286333222046,138,1788720557.9519868
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,4,0.600286333222046,138,1788720558.2920563
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,5,0.600286333222046,138,1788720558.633216
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,6,0.600286333222046,138,1788720558.9754941
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,7,0.600286333222046,138,1788720559.3177488
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,8,0.600286333222046,138,1788720559.6591926
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,9,0.600286333222046,138,1788720560.0015054
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,10,0.600286333222046,138,1788720560.3435733
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,sequential,11,0.600286333222046,138,1788720560.6852684
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,0,0.5022249517945863,138,1788720561.0449014
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,1,0.5022249517945863,138,1788720561.3901832
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,2,0.5022249517945863,138,1788720561.7332287
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,3,0.5022249517945863,138,1788720562.075046
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,4,0.5022249517945863,138,1788720562.4153848
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,5,0.5022249517945863,138,1788720562.7585964
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,6,0.5022249517945863,138,1788720563.1014526
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,7,0.5022249517945863,138,1788720563.4445379
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,8,0.5022249517945863,138,1788720563.7862525
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,9,0.5022249517945863,138,1788720564.128619
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,10,0.5022249517945863,138,1788720564.4701478
olmo-2-32b-chat-grammar,income_high_low,red,0,0,sequential,11,0.5022249517945863,138,1788720564.8118336
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,0,0.9358633976269422,155,1788720565.189382
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,1,0.9358633976269422,155,1788720565.5446959
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,2,0.9358633976269422,155,1788720565.8913252
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,3,0.9358633976269422,155,1788720566.2411566
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,4,0.9358633976269422,155,1788720566.5910037
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,5,0.9358633976269422,155,1788720566.9407716
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,6,0.9358633976269422,155,1788720567.2897303
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,7,0.9358633976269422,155,1788720567.6365645
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,8,0.9358633976269422,155,1788720567.985624
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,9,0.9358633976269422,155,1788720568.335969
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,10,0.9358633976269422,155,1788720568.6860654
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,sequential,11,0.9358633976269422,155,1788720569.0369585
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,0,0.0015294114342217229,156,1788720569.4070656
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,1,0.0015294114342217229,156,1788720569.7619917
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,2,0.0015294114342217229,156,1788720570.1118371
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,3,0.0015294114342217229,156,1788720570.4612048
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,4,0.0015294114342217229,156,1788720570.811754
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,5,0.0015294114342217229,156,1788720571.1613889
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,6,0.0015294114342217229,156,1788720571.5103312
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,7,0.0015294114342217229,156,1788720571.8590937
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,8,0.0015294114342217229,156,1788720572.207891
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,9,0.0015294114342217229,156,1788720572.557642
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,10,0.0015294114342217229,156,1788720572.907326
olmo-2-32b-chat-grammar,race_white_black,red,5,6,sequential,11,0.0015294114342217229,156,1788720573.256208
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,0,0.47034418896406316,154,1788720576.375562
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,1,0.5125468472644825,154,1788720576.375564
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,2,0.5250321559678254,154,1788720576.375565
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,3,0.4977713806860512,154,1788720576.375566
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,4,0.5250321559678254,154,1788720576.375567
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,5,0.47034418896406316,154,1788720576.3755677
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,6,0.4977713806860512,154,1788720576.3755684
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,7,0.5125468472644825,154,1788720576.375569
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,8,0.4237440807253304,154,1788720576.3755696
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,9,0.5022173690706668,154,1788720576.375575
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,10,0.49098407272720807,154,1788720576.3755755
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,concurrent,11,0.5221918077709731,154,1788720576.3755765
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,0,0.4834265090338309,143,1788720579.3608189
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,1,0.4880260946097304,143,1788720579.3608205
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,2,0.43153930678858643,143,1788720579.3608215
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,3,0.48392474554337417,143,1788720579.3608222
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,4,0.48392474554337417,143,1788720579.3608227
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,5,0.43153930678858643,143,1788720579.3608236
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,6,0.4834265090338309,143,1788720579.3608243
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,7,0.4880260946097304,143,1788720579.3608248
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,8,0.45411002387365096,143,1788720579.3608255
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,9,0.4790381789069871,143,1788720579.3608263
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,10,0.4435260903283341,143,1788720579.360827
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,concurrent,11,0.48338363723200856,143,1788720579.3608274
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,0,0.46579091633553066,154,1788720582.4563315
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,1,0.48443157588223734,154,1788720582.4563332
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,2,0.48922806200722585,154,1788720582.4563344
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,3,0.511456421508668,154,1788720582.4563353
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,4,0.511456421508668,154,1788720582.4563358
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,5,0.48922806200722585,154,1788720582.4563372
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,6,0.46579091633553066,154,1788720582.456338
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,7,0.48443157588223734,154,1788720582.4563382
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,8,0.47567672372414743,154,1788720582.456339
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,9,0.5036306161448322,154,1788720582.4563394
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,10,0.4191074284966214,154,1788720582.4563403
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,concurrent,11,0.4276824691960611,154,1788720582.4563408
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,0,0.47848134522390334,154,1788720585.570467
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,1,0.4657833712201699,154,1788720585.5704687
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,2,0.5064503988110821,154,1788720585.5704694
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,3,0.4959518319466562,154,1788720585.5704699
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,4,0.5064503988110821,154,1788720585.5704706
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,5,0.47848134522390334,154,1788720585.5704713
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,6,0.4959518319466562,154,1788720585.5704715
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,7,0.4657833712201699,154,1788720585.570472
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,8,0.45627831633835403,154,1788720585.5704725
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,9,0.48191011363248687,154,1788720585.5704727
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,10,0.45036797522863053,154,1788720585.5704732
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,concurrent,11,0.47730679140384885,154,1788720585.5704737
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,0,0.4943783666679584,138,1788720588.5133166
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,1,0.48919563950349076,138,1788720588.5133183
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,2,0.47813384748437343,138,1788720588.51332
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,3,0.5124791510378987,138,1788720588.513321
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,4,0.5124791510378987,138,1788720588.5133216
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,5,0.48919563950349076,138,1788720588.5133233
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,6,0.47813384748437343,138,1788720588.513324
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,7,0.4943783666679584,138,1788720588.5133245
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,8,0.4993753854203004,138,1788720588.5133252
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,9,0.4721549081132083,138,1788720588.5133262
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,10,0.4408031085895162,138,1788720588.513327
olmo-2-32b-chat-grammar,baseline,red,0,0,concurrent,11,0.45803905376170345,138,1788720588.5133276
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,0,0.39895701194050603,154,1788720591.6146197
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,1,0.458881018531303,154,1788720591.614621
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,2,0.43821887572481355,154,1788720591.6146216
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,3,0.43073378094904846,154,1788720591.6146224
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,4,0.44432271820240143,154,1788720591.614623
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,5,0.4578241117704403,154,1788720591.6146235
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,6,0.44262899367623004,154,1788720591.614624
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,7,0.44262899367623004,154,1788720591.6146243
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,8,0.458881018531303,154,1788720591.6146247
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,9,0.44432271820240143,154,1788720591.6146252
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,10,0.4578241117704403,154,1788720591.614626
olmo-2-32b-chat-grammar,race_white_black,blue,1,6,concurrent,11,0.4974308611960353,154,1788720591.6146266
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,0,0.6135224392121095,138,1788720594.5558248
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,1,0.4663320119269049,138,1788720594.5558264
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,2,0.5836020542515384,138,1788720594.5558274
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,3,0.5966351703976248,138,1788720594.5558283
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,4,0.5836020542515384,138,1788720594.5558288
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,5,0.6135224392121095,138,1788720594.5558298
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,6,0.4663320119269049,138,1788720594.5558302
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,7,0.5966351703976248,138,1788720594.5558312
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,8,0.5406131820593864,138,1788720594.555832
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,9,0.5780956421243956,138,1788720594.555833
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,10,0.5443861162171706,138,1788720594.5558338
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,concurrent,11,0.600286333222046,138,1788720594.5558343
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,0,0.4781081630011501,138,1788720597.5022213
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,1,0.4869167121005585,138,1788720597.5022225
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,2,0.47468733535398233,138,1788720597.5022233
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,3,0.4689635667550229,138,1788720597.502224
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,4,0.4689635667550229,138,1788720597.5022247
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,5,0.4781081630011501,138,1788720597.5022252
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,6,0.47468733535398233,138,1788720597.5022256
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,7,0.4869167121005585,138,1788720597.5022259
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,8,0.5459978815543094,138,1788720597.5022264
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,9,0.47862882283647523,138,1788720597.5022268
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,10,0.4889954440847085,138,1788720597.5022275
olmo-2-32b-chat-grammar,income_high_low,red,0,0,concurrent,11,0.5022249517945863,138,1788720597.502228
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,0,0.9400626959406041,155,1788720600.6070123
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,1,0.9386564083357092,155,1788720600.607014
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,2,0.9321673133361847,155,1788720600.607015
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,3,0.9385172202905948,155,1788720600.6070156
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,4,0.9385172202905948,155,1788720600.607016
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,5,0.9321673133361847,155,1788720600.6070168
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,6,0.9386564083357092,155,1788720600.6070173
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,7,0.9400626959406041,155,1788720600.6070178
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,8,0.9404682841465745,155,1788720600.6070182
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,9,0.9340562165630697,155,1788720600.607019
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,10,0.9364970021493141,155,1788720600.6070197
olmo-2-32b-chat-grammar,green_yellow,blue,1,4,concurrent,11,0.9358633976269422,155,1788720600.6070204
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,0,0.0013874506769251135,156,1788720603.7032669
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,1,0.0015332726107458203,156,1788720603.7032683
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,2,0.0012212331693509883,156,1788720603.7032688
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,3,0.0012125815856002657,156,1788720603.7032697
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,4,0.0012125815856002657,156,1788720603.7032704
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,5,0.0012212331693509883,156,1788720603.7032716
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,6,0.0015332726107458203,156,1788720603.703272
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,7,0.0013874506769251135,156,1788720603.7032733
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,8,0.001279161925222971,156,1788720603.7032738
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,9,0.0014746091620890885,156,1788720603.7032743
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,10,0.0012492579502564197,156,1788720603.703275
olmo-2-32b-chat-grammar,race_white_black,red,5,6,concurrent,11,0.0015294114342217229,156,1788720603.7032754
olmo-2-32b-chat-grammar,race_white_black,red,5,6,interleaved,6,0.0011350478327331634,156,1788720644.5733764
olmo-2-32b-chat-grammar,green_yellow,blue,0,1,interleaved,11,0.4658611850081527,143,1788720644.5733786
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,interleaved,2,0.4996663176324272,154,1788720644.5733793
olmo-2-32b-chat-grammar,baseline,red,0,0,interleaved,4,0.47813384748437343,138,1788720644.5733798
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,3,7,interleaved,3,0.5071922100750688,154,1788720644.5733807
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,interleaved,1,0.5836020542515384,138,1788720644.5733812
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,interleaved,8,0.47629047397948027,154,1788720644.5733817
olmo-2-32b-chat-grammar,political_liberal_conservative,blue,2,5,interleaved,0,0.4864898291215115,154,1788720644.5733826
olmo-2-32b-chat-grammar,income_high_low,blue,2,5,interleaved,10,0.4335898858118161,154,1788720644.5733833
olmo-2-32b-chat-grammar,income_high_low,blue,0,0,interleaved,8,0.6135224392121095,138,1788720644.573384
